기관,대분류 테마,중분류 테마,해당 문장 발췌,,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,단기·성과 위주 정책,"""저희는 평소에도 하고 싶었던 사업 이나 협력들이 많았지만, 실제로는 예산 변화 때문에 실행에 옮기지 못한 부분이 많았기에, 자료 준비 자체는 문제없이 신속하게 완료했습니다.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""이번에 국제 협력 예산이 엄청 많이 늘었는데 저희는 예산이 하나도 안 늘어""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""근데 그걸 지난달에 해제하고 그래서 아시아 뱅크도""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""국제 협력 예산은 거의 늘지 않았다고 보시면 돼요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""저희는 국회에서 그 예산을 계속 끊었어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""저희는 예산이 거의 1~2년 단위로 올라가잖아요. 특히 국제협력 예산은 더더욱 그런 것 같아요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""예전에 탈원전 시절에 연구소가 되게 힘들었을 거다 그러는데 사실은 저희는 오히려 그때 예산이 늘었거든요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,예산 문제,"""SFR(소듐냉각고속로, Sodium-cooled Fast Reactor) 사업도 그러니까 원래 예산이 70억짜리가 7억이 되었거든요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""근데 어쨌든 저희가 대학에 미주리 대학이라는 곳에 연구용 원자로를 수출을 하기로 했는데 연구용 원자로라는 거는 일반 전기 생산하는 거랑은 달리 그러니까 어떤 목적을 가지고 연 구용으로 원자로를 예를 들어서 설계를 한다 원자로라는 거예요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""제가 봤을 때 각 부처에서 국제협력 담당이 굉장히 파워있지 않고, [박: 마이너하죠] 말단 부서라서 밀리는 경우가 너무 많고""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""우리나라는 순환 보직이 너무 심해서... 주기가 거의 한 5분의 1, 4분의 1밖에 안 되니까.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""정부의 예산을 특히 관리를 하는 국제협력 담당 하는 부서에서 워낙 말단 부서이기도 하고, 관심도도 전문성도 떨어지고 그래서...""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""우리나라는 원자력 사업을 할 때도 이런 구조적인 문제가 너무 커요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""R&D도 사실은 과기부만 하는 게 아니고 여러 부처가 나눠져 있는데 자기네 성벽을 굉장히 공고하게 하고 있고 데이터도 공유 안 하고 시스템도 다르고""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,행정·제도적 한계,"""저희 똑같았어요. 저희 캐나다 사업 가는데 사업하러 다 이렇게 어레인지 미팅을 다 했는데 몇 월 며칠이야 니네 그 팀이야 그래 아니 그 팀 아닌데 한국에서 또 오는데 그래 봤더니 이 틀 사이로 산업부랑 저희랑 같은 같은 기관을 같이 SMR을 하는 거예요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""국제 협력을 할 수 있는 분야가 굉장히 많이 줄어들게 되더라고요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""한수원이랑 미국이랑 IP 이슈가 터지면서 모든 현안에 있어서 연구 협력을 하는 데 있어 서 서로의 지재권 문제가 없냐 앞으로 산업화하는 데 있어서 문제가 없냐 원천 기술은 어디 냐가 항상 먼저 시작이에요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""국가 연구 기관의 국가 시설을 이용한 데이터를 민간 기업에 돈 주고 파는 게 맞냐 그런 이슈가 또 많아지는 거예요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""그때가 한참 저희가 미국이랑 저희가 기술 이전 문제 때문에 엄청 문제가 많았을 때""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""원자력이라는 거의 뿌리가 사실은 핵무기에서 뿌리가 있기 때문에 이 국제 협력을 함에 있어서 아이템이 너무 제한이 되고""",,,,,,,,,,,,,,,,,,,,,,
KAERI,4. 국제협력의 주요 애로사항 및 장애물,연구자 차원의 어려움,"""민관 협력 모델로 가면 갈수록 IP(지식재산권) 이슈도 복잡해지고, 한국이 기술력이 올라가면서 이제는 기존 협력국 입장에선 우리도 경쟁국으로 여겨질 정도까지 온 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""우선 좀 국가의 롱텀 플랜(장기적 계획) 하에서.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""그래서 롱텀 플랜으로 사업이 있지가 않아서""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""오히려 본 예산이나 다른 거에 비해서 국제 협력 예산이 오히려 더 장기적이어야 되는데 불구하고 약간 오히려 더 단기적이다.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""하려고 하는 사업들을 이렇게 연속성 있게 못하죠.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""최소한 가지고 있 는 리더십을 계속 끌고 갈 수 있게.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""결국 끊기지 않는 연속적인 정부·기관의 지원과, 주도권을 잡을 수 있는 인재 육성이 앞으로 훨씬 더 필요할 것 같아요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""정부가 이런 글로벌 트렌드를 보고, 좀 더 유연하게, 필요할 때 추경 형식으로라도 예산을 적절 하게 투입해주는 식으로 바뀔 필요가 있다고 생각해요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""그리고 저는 국제적인 룰(norm)을 세팅하는 것에도 더 힘을 써야 한다고 봅니다.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,장기적·안정적 정책 추진,"""국제 협력은 1~2년 만에 성과가 나는 게 아니라, 오랜 기간 꾸준히 사 람과 네트워크가 쌓여야 가능한 영역이잖아요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,범부처 컨트롤타워 구축,"""위에서 풀고 총괄 하는 사령탑이 있어야 된다고 생각합니다.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,범부처 컨트롤타워 구축,"""전체 돌아가는 트렌드 같은 것들을 보고 캐치해서 정부에서 해야 되는데 정부에서 그런 롱텀으로 어떤 사람들이 그런 걸 끌고 가는 사람들이 별로 없어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,범부처 컨트롤타워 구축,"""팀 코리아로 움직이지 않았다는 얘기네요. 사전에 조금만 협의하면 될 수 있을 뻔 한것인데요?""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,범부처 컨트롤타워 구축,"""팀 코리아로 밖에 나가서 움직여야 되는데 예를 들자면 서로 밖에 나가서 공항에서 만나는 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,범부처 컨트롤타워 구축,"""하지만 현실적으로 미국이 협력 중단 방침을 정하는 순간, 저희가 프랑스나 영국과 협력하 고 싶어도 할 수 없게 되는 경우가 많아요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""국가 연구 기관의 국가 시설을 이용한 데이터를 민간 기업에 돈 주고 파는 게 맞냐 그런 이슈가 또 많아지는 거예요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""연구하는 게 결국은 산업화가 돼야 되는 거고 현실하고 링크를 하려고 하면 그런 것들에 대 한 기술 산업 사과나 이런 것들에 대해서 조금 더 신경을 써야 될 것 같고""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""기술 전수 차원에서도, 지주회사 같은 별도의 플랫폼이 있으면 이런 사업을 사업화해 꾸준히 이어가는 데 도움이 될 것 같아요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""국제 과학기술 외교나 협력 전공을 한 분들이 실제로 갈 수 있는 자리가 생각보다 많지 않은 게 아쉬운 현실이에요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""연구소와 정부를 자유롭게 오가면서 다양한 경험을 쌓 는 방식이 훨씬 좋아 보입니다.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,연구 현장 중심의 지원 강화,"""이처럼 결정권자도 오히려 실무 경험이 많으면 실제 현장에 긍정적인 영향을 크게 줄 수 있 는데, 꼭 고정적으로 가는 게 아니라 파견이나 임시직 형태로 서로 오가며 다양한 자리가 마 련될 수 있으면 좋겠다는 생각이 들어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""미국은 한국이 경쟁자지 산업 분야에 있어서 경쟁자라 협력하고 싶지 않은 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""중동 국가는 아시겠지만 그 정치적인 불안정성이 너무 세서,""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""개도국은 잘 아시겠지만 개도국은 그냥 너무 One-way 일방적으로 수혜를 받고 싶어 하는 국가들이 되게 많고,""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""미국은 날이 갈수록 경쟁 국가로 상대를 하고,""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,전략적 파트너십 및 분야 선택,"""미국 같은 경우, DOE(에너지부) 예산의 절반 이상이 민간 부문, 예를 들면 오클로나 테라파 워 같은 차세대 원전 벤처기업에 직접 들어갑니다.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,5. 정책 제언 및 발전 방향,정보 공유 플랫폼 구축,없습니다.,,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,한미 원자력 협정 및 민감성 이슈,"""사우디는 미국이랑 원자력 협력 협정을 체결하지 않았거든요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,한미 원자력 협정 및 민감성 이슈,"""미국은 원자력 협력협정이 없는 국가하고 협력을 못 해요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,한미 원자력 협정 및 민감성 이슈,"""한미 간의 교착 상태가 있었던 원자력 협력에 대해서 극장 상대가 있었기 때문에 저희가 어떤 아이템을 던져도 미국에서 받지 않았고""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,한미 원자력 협정 및 민감성 이슈,"""미국이 제도적으로는 협력이 가능한 분야임에도, 정치적·외교적 요인으로 인해 실제로는 협 력이 이루어지지 않는 경우가 많아서 미국으로부터 일종의 '승인' 또는 '우호적 신호 (blessing)'가 필요합니다.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,한미 원자력 협정 및 민감성 이슈,"""이 협정에 대해 많은 분들이 ""농축이나 재처리 권한을 확실히 확보하지 못했으니 실패한 협상 아니냐""고 말 씀하시지만, 사실 미국에서는 원자력 협력을 하려면 반드시 협정이 필요하다고 법에 규정되 어 있어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,주요 협력 대상국과의 특수 관계 (양자 및 다자),"""프랑스는 더더욱 그렇고 특히 이번에 체코에 저희가 원전을 수출을 하면서 프랑스가 엄청나 게 내 역내에""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,주요 협력 대상국과의 특수 관계 (양자 및 다자),"""사실 안국에 들어왔다는 거예요. 그래서 저희가 Nuclear Energy Agency (NEA)라고 프랑스 의 OECD 하에 있는 원자력 에너지 기구에서 활동도 굉장히 약해졌어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,주요 협력 대상국과의 특수 관계 (양자 및 다자),"""중동 국가는 아시겠지만 그 정치적인 불안정성이 너무 세서,""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,주요 협력 대상국과의 특수 관계 (양자 및 다자),"""미국은 사우디랑 원자력 협력을 못 하는 거예요. 근데 한국이 사우디랑 협력을 하고 있죠.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,주요 협력 대상국과의 특수 관계 (양자 및 다자),"""미국에는 '모델 협정'이라는 기본 틀이 있는데, 이번 협정에서 한국이 추가로 얻어낸 부분이 있습니다.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,경쟁 구도 및 시장 동향,"""미국은 한국이 경쟁자지 산업 분야에 있어서 경쟁자라 협력하고 싶지 않은 거죠.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,경쟁 구도 및 시장 동향,"""러시아가 실제로는 세계 시장 거의 절반을 차지하고 있어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 1. 거시적/정치 외교적 맥락,경쟁 구도 및 시장 동향,"""핵연료 역시 러시아산이 전 세계 40% 넘 게 점유하고 있고, 미국은 원자력 사업을 사실상 많이 접으면서 자체 공급이 어려운 상황이 에요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 2. SMR 사업화 사례 분석,SMR 개발 및 인허가 성과,"""저 희 연구원에서 2012년도에 SMR을 전 세계에서 최초로 개발을 하고 인허가도 전 세계에서 최초로 받았어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 2. SMR 사업화 사례 분석,사업화 실패의 원인 (적기 상실),"""그 사이에 미국 중국 러시아 다 치고 들어와서 그 게 10년 전에 개발한 거니까, 지금은 너무 경제성도 떨어지고.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 2. SMR 사업화 사례 분석,사업화 실패의 원인 (적기 상실),"""2017년 정권이 바뀌면서 상황이 완전히 달라졌어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 2. SMR 사업화 사례 분석,사업화 실패의 원인 (적기 상실),"""이 기술을 개발한 건 과기부였고, 실제로 실증·건설하려면 산업부가 맡아야 했는데, 그때 산업부는 '이걸 왜 우리가 해야 하냐'는 식으로 적극적이지 않았어요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 2. SMR 사업화 사례 분석,사업화 실패의 원인 (적기 상실),"""초도호기다 보니까 몇천억씩 큰돈이 upfront로 들어가야 하는데, 기업 입장에서는 맨 처음부터 그런 대규모 투자를 하기가 쉽지 않잖아요.""",,,,,,,,,,,,,,,,,,,,,,
KAERI,기타 2. SMR 사업화 사례 분석,주요 파트너와의 협력 및 중단 (사우디/캐나다),"""사우디랑 계속 이 야기하면서 정부 내에서도 조율하다가, 결국 힘들게 산업부도 끌어들였죠.""",,,,,,,,,,,,,,,,,,,,,,
